patient_id,lead,dom_freq,centroid,spec_entropy,edge95,rms,ptp,n_peaks
292220,V1,3.583333333333333,11.462442306629082,4.829456358875888,24.166666666666664,0.1093659595035763,0.9508268842230748,14
292220,V2,3.583333333333333,12.48545091845154,5.015217309640559,24.25,0.0881822603166264,0.8304111938241124,14
292220,V3,1.1666666666666663,8.646552601909097,4.4170333243886,21.58333333333333,0.1104270545594774,0.840345387131925,14
292666,V1,1.1666666666666663,9.791918308382144,4.681870130705746,25.666666666666664,0.1197710473815287,0.9354999321465476,0
292666,V2,1.1666666666666663,7.896321051841593,4.472003825363264,21.166666666666664,0.1810094333098741,1.3500503332464209,4
292666,V3,1.1666666666666663,9.653405380759397,4.610098625089712,19.0,0.172630263195476,1.554266379215731,14
304141,V1,2.75,8.173020252876611,4.70448376911372,23.0,0.043383272249823,0.3935558666778607,11
304141,V2,1.8333333333333333,4.807127948558877,3.744687034000218,14.5,0.0852489501463926,0.645558841841751,10
304141,V3,0.9166666666666666,6.385541351762716,4.178649976844794,21.08333333333333,0.1304878542376516,1.046444292098495,11
314397,V1,2.0,9.34138589103454,4.985808080099635,17.75,0.1673143705189574,1.3479493937254774,12
314397,V2,1.0,10.109226829222289,5.006042995536167,20.5,0.2853039641564098,2.4977702859654096,12
314397,V3,1.0,10.001030675261534,4.972880534265369,20.666666666666664,0.2557354094171112,2.3757548145806564,12
316872,V1,14.0,12.83347765292832,5.409806469994431,26.166666666666664,0.1032800116031698,0.9733396181506996,2
316872,V2,1.0,8.510621137775304,4.963256691186414,24.666666666666664,0.2231214513590311,1.8620260008442016,11
316872,V3,1.0,6.504844002053303,4.567102679171295,20.25,0.2293491658554423,1.6829083057457108,12
317547,V1,3.5,8.056445631393256,4.918394406351155,19.5,0.135987063545921,1.103300156770981,0
317547,V2,1.75,7.93850462722665,4.900431905181685,17.75,0.2439296087952846,1.9662717922160784,0
317547,V3,1.75,9.966676559518516,5.095795005497303,20.83333333333333,0.2030094881563716,1.9549635815202933,11
319150,V1,2.833333333333333,8.426402832717095,4.516477397659232,19.58333333333333,0.0674539834562029,0.6071248187509422,11
319150,V2,0.9166666666666666,5.119341123688936,3.866451364213696,17.5,0.1610124398931118,1.1152574882605475,11
319150,V3,0.9166666666666666,6.893712177827222,4.320586088820475,19.5,0.2703665475232322,2.0034007187311595,11
319221,V1,3.0,10.24393565432509,5.049001346566782,22.83333333333333,0.0972202526304754,0.7171382610740418,18
319221,V2,3.0,11.116810402199214,5.216818661936356,25.08333333333333,0.1822268230757321,1.4985726270642343,18
319221,V3,1.5833333333333333,11.081750851905236,5.1981344297971015,25.58333333333333,0.2688418035304852,2.3539243537340213,18
325231,V1,3.1666666666666665,11.907521020881829,5.30922504902259,23.75,0.1466726773677769,1.289212895788763,3
325231,V2,1.0,11.095154714189691,5.16555715399567,23.416666666666664,0.1816953011497969,1.6487105123446604,12
325231,V3,1.0,6.65764072841132,4.513605231823182,19.25,0.199348998018831,1.422646981119822,13
325966,V1,1.75,8.575418212780724,4.268387253590601,20.0,0.1411824718908651,1.1737238257270457,0
325966,V2,1.75,8.133571760646825,4.180608147306595,20.83333333333333,0.1820454292153341,1.5814309788379866,10
325966,V3,3.5,11.54175883444899,4.649347467066815,25.25,0.1348145072408373,1.4226286105948136,11
329034,V1,3.75,10.58762406707772,5.177480853736193,20.33333333333333,0.191420612242379,1.683163460103743,15
329034,V2,1.25,9.767011351071474,4.991794711507827,20.83333333333333,0.4336224456706902,3.55811618651316,15
329034,V3,1.25,9.168197269839652,4.805477479861456,20.58333333333333,0.405083100861245,3.137346655509852,15
329533,V1,1.1666666666666663,8.20319702283306,4.88198469208375,17.083333333333332,0.0872741862256875,0.6500860182620359,0
329533,V2,1.1666666666666663,8.496487056497607,4.85990070721102,18.25,0.1172554028257764,0.912196148998606,14
329533,V3,1.1666666666666663,10.11121025159611,5.157809096563705,22.75,0.1632365029374167,1.3834360856374694,14
395553,V1,2.0,7.153322777265854,4.616075517857468,15.583333333333332,0.1710570435961569,1.3271904889859043,12
395553,V2,2.0,7.022520142176973,4.533553249312626,15.583333333333332,0.2134821662734852,1.5593109426077456,12
395553,V3,2.0,5.217754561306375,4.010773933107804,14.083333333333332,0.1326802348223327,0.8824543186655336,12
405298,V1,3.083333333333333,10.117855582499187,4.8392037352753805,21.166666666666664,0.2423544683245498,1.7656794678739942,1
405298,V2,3.083333333333333,10.3583828890303,4.845973906184959,21.666666666666664,0.3150259705687943,2.36459892532444,15
405298,V3,1.5,9.207702410085068,4.659269844228184,21.5,0.3612698511591836,2.42498077170895,14
406008,V1,0.8333333333333333,4.037597937735696,4.521545506561591,11.583333333333332,0.2002346376837864,1.8984583023633013,2
406008,V2,2.833333333333333,5.577621698196507,4.8186822141447,14.583333333333332,0.389186781937277,3.8730347344753513,2
406008,V3,0.5833333333333333,7.303080367701551,5.014937458023696,18.166666666666664,0.3471144235733997,3.958140311277498,13
413267,V1,2.5,11.424916085824096,4.7320082534336,22.08333333333333,0.1210495089463755,1.1046588067743728,15
413267,V2,1.25,4.9174673308566925,3.400644534099724,15.333333333333332,0.2558348362865446,1.907833878967705,15
413267,V3,1.25,5.747301945492056,3.7207140931934495,15.916666666666666,0.3772576234676345,2.3512671798239966,15
419510,V1,1.3333333333333333,5.560776131103682,4.468449741516375,15.083333333333332,0.085977172717473,0.8841272504966,8
419510,V2,1.3333333333333333,3.950228036226602,3.871405220635544,12.833333333333332,0.1408613722108424,1.1777631066120149,10
419510,V3,0.6666666666666666,5.882075138457694,4.43135623320612,17.5,0.1711049772137653,1.393710775996056,15
419960,V1,7.583333333333333,8.545698765389776,4.947405360949206,18.0,0.1915972076650635,1.4425671383199092,0
419960,V2,2.25,7.892495360659715,4.819789978587338,16.833333333333332,0.2403301347508955,1.707588951238478,0
419960,V3,2.25,8.957284248369817,4.946357757530167,19.33333333333333,0.2614843997669245,2.1964461862070896,14
428031,V1,3.75,7.989977797538427,3.4972778003195786,17.0,0.1258856114769435,0.879055389346867,9
428031,V2,1.25,7.489774584849242,3.4136073549667665,17.333333333333332,0.1571333738761154,1.0304879626841363,15
428031,V3,2.5,7.659006282512877,3.453329389922092,16.333333333333332,0.1860761751994466,1.2511103207791197,13
434996,V1,3.1666666666666665,11.309363275599951,4.84180723141479,22.33333333333333,0.1065047551120557,0.9807962600210458,13
434996,V2,3.1666666666666665,12.437603439902553,4.946418368789681,22.666666666666664,0.1081787840137424,1.0415821969895431,13
434996,V3,3.1666666666666665,12.539332246381091,5.034507154272625,24.166666666666664,0.098386733644322,0.8699808387771633,13
438721,V1,7.083333333333333,10.752087029296348,4.633185999483491,22.25,0.1488413152381892,1.2429360273573054,15
438721,V2,1.1666666666666663,8.718023963398082,4.314163815882022,21.08333333333333,0.1567245457835274,1.1050064680504073,15
438721,V3,1.1666666666666663,6.959650394979485,3.937649207976145,20.0,0.2798705076036246,1.6948244176808145,15
445953,V1,3.9166666666666665,13.024852533524314,5.384136055237209,25.5,0.1301638921885143,1.3369918912357337,13
445953,V2,9.0,11.6780781586629,5.302988235935333,23.08333333333333,0.1724011662743002,1.945296672860496,13
445953,V3,1.0,8.895231690432519,4.886124109586809,20.666666666666664,0.2018940325872282,2.0551006610462768,13
450733,V1,7.25,11.01798648619062,4.685117360294315,19.58333333333333,0.0816835838097015,0.793877122998055,15
450733,V2,1.1666666666666663,8.923751746110613,4.674993198788168,20.666666666666664,0.1338970479181259,1.0876475289052951,15
450733,V3,3.6666666666666665,9.750799916167392,4.590008312124747,22.33333333333333,0.1909366178749962,1.5704383365715575,15
461866,V1,2.25,5.999361439648308,4.292873967213418,18.166666666666664,0.0680248780911109,0.3956659535949179,13
461866,V2,11.583333333333332,14.484423800222284,5.120810473036928,23.33333333333333,0.084721021966694,0.8536750946908926,13
461866,V3,2.25,9.876464666241628,4.978025109734786,20.58333333333333,0.2481215729407402,2.120196714681061,13
466796,V1,2.1666666666666665,6.9197772878986745,4.144581457534926,17.0,0.2265096786551,1.6288543245044569,12
466796,V2,2.1666666666666665,8.211245610052757,4.487506515092946,18.916666666666664,0.3791776509503857,2.785388894167736,1
466796,V3,1.0833333333333333,9.45493542068255,4.619771010973764,20.5,0.1958463193587624,1.701108012794008,13
471727,V1,4.166666666666666,8.187545042694083,4.597990615183934,18.666666666666664,0.1883561729102922,1.2465656432535073,0
471727,V2,1.3333333333333333,7.473149690767605,4.455708482884379,16.666666666666664,0.3871452741726505,2.500398445902449,13
471727,V3,1.3333333333333333,8.465601279442337,4.610219674562324,18.25,0.3019858703348264,2.1646169980142997,16
478457,V1,2.333333333333333,8.688799160913314,4.558520519023828,22.08333333333333,0.1193306756741111,1.0365502915012097,13
478457,V2,1.1666666666666663,7.0799437727882975,4.231947250509105,17.666666666666664,0.1123305847906414,0.7962939609966788,14
478457,V3,1.1666666666666663,6.197926400610503,4.061262517588908,19.75,0.2487220492260669,1.571354099481006,14
482516,V1,3.25,7.453199516429469,4.116278646490586,15.0,0.0542052386086664,0.3586813672511985,13
482516,V2,2.1666666666666665,9.012036627398308,4.455296662665551,18.08333333333333,0.1534957829400352,1.2712197542736727,13
482516,V3,1.0833333333333333,10.192211550838632,4.635367233455534,20.916666666666664,0.2055872145695323,1.9095664731559,13
482868,V1,1.3333333333333333,6.524268857821425,4.157683525977539,16.166666666666664,0.1350666903187266,0.9028038314717336,0
482868,V2,1.3333333333333333,4.1715910162879615,3.341554272924088,12.166666666666666,0.3044846744473069,2.0064979361978565,16
482868,V3,1.3333333333333333,4.865295197860326,3.6277762380720775,16.833333333333332,0.3332344942818778,2.073705934625901,16
487609,V1,10.916666666666666,11.248730228241548,5.167587679420422,20.75,0.0560955726584079,0.5334918516185507,16
487609,V2,1.3333333333333333,10.8409989116772,5.001983761067713,21.5,0.1334935420692025,1.145457675424899,16
487609,V3,1.3333333333333333,9.516464380872902,4.926675452957865,20.666666666666664,0.2261233187598908,1.78334621843331,16
489539,V1,2.9166666666666665,9.51759829030193,4.796816064665308,20.166666666666664,0.1453183224990702,1.1891585751989802,0
489539,V2,1.9166666666666663,7.64403426732499,4.48153908495508,19.166666666666664,0.2522195098701065,1.9632719497261772,6
489539,V3,1.9166666666666663,3.989189062066776,3.436114523569901,12.25,0.2759428447541395,1.5480101703457936,12
505351,V1,3.5,9.907245331938444,4.719374018721893,23.83333333333333,0.1092853740939552,0.900724689088957,0
505351,V2,2.333333333333333,7.49496428544726,4.2265357742727145,18.5,0.1815124339527315,1.349923319020956,8
505351,V3,1.1666666666666663,7.7858509720595235,4.148374996432615,20.416666666666664,0.1404709905869589,1.0456974164153845,14
506408,V1,7.833333333333333,13.378468682638916,5.109211476717466,26.58333333333333,0.0615364196701008,0.6405293513534634,13
506408,V2,3.333333333333333,14.782705237379805,5.318182037004315,29.916666666666664,0.1862518281612615,2.0908678656665995,13
506408,V3,3.333333333333333,12.439589456226518,5.107191832101592,27.25,0.2518864199528905,2.492175679119383,14
509648,V1,2.6666666666666665,6.700445436977546,3.647325323877388,16.0,0.1242349781442359,0.8587583555221099,15
509648,V2,2.6666666666666665,6.665934801505832,3.4316172019365028,17.333333333333332,0.3096486054617592,2.006622347454754,16
509648,V3,10.75,10.09693846147356,4.013870272557423,20.166666666666664,0.4094433264544941,3.472020216435584,16
516092,V1,3.833333333333333,9.826414799938249,5.086342623355603,19.58333333333333,0.1760396030766071,1.3760962796775478,4
516092,V2,2.5,9.768654739405305,5.019163149718589,21.416666666666664,0.2492941537744716,2.123659805821556,15
516092,V3,1.3333333333333333,12.44306108610872,5.353523910898948,27.666666666666664,0.2986989659749487,2.735385706199862,16
519139,V1,8.083333333333332,14.809585085305484,5.194883409047129,25.166666666666664,0.0671825620870577,0.7839292774924715,12
519139,V2,2.0,7.787781258022318,4.407052706909006,22.5,0.2592142918803312,2.197324635091524,12
519139,V3,1.0,9.480365341717931,4.746945468061561,23.08333333333333,0.3666340100795227,3.5877088468129066,12
519687,V1,8.166666666666666,9.770989501649868,4.619149112314193,17.416666666666664,0.1092597983630025,0.880374322101502,14
519687,V2,8.166666666666666,12.539270018573252,4.980385505136088,23.0,0.1987686791209029,2.029588727621245,14
519687,V3,8.166666666666666,11.663174146152668,4.998959424815364,23.0,0.2757963627082364,2.6644803869448745,14
532816,V1,4.333333333333333,8.805133024692918,4.433919711154763,18.25,0.1130230658097229,1.0408608249605995,11
532816,V2,2.583333333333333,7.2421553694811776,4.183079097211952,15.833333333333332,0.1311311510245118,1.091248396785523,11
532816,V3,0.8333333333333333,6.698755573906747,4.130456354509505,18.666666666666664,0.1924443865988036,1.4930793707750785,11
538053,V1,3.5,6.647579642914752,4.761919299958279,14.083333333333332,0.1001251569686165,1.3369043237509155,1
538053,V2,1.1666666666666663,8.430804926658874,4.668336263188284,20.0,0.2292461938260492,2.1051812190961514,14
538053,V3,3.5,10.171522401335862,4.825746617838458,20.916666666666664,0.3484795226329303,3.289896830693201,13
540736,V1,1.6666666666666663,9.084996913047943,4.800575139009531,19.25,0.1983669183304585,1.5027070202112742,10
540736,V2,10.5,9.707652584900655,4.7580230991347525,17.75,0.1574156207302847,1.2651146442347163,20
540736,V3,3.5,10.34223086853537,4.9464592596439525,22.916666666666664,0.3599552321922443,2.650702592458344,20
548140,V1,1.25,9.63360279265138,4.698649920073958,25.166666666666664,0.0690660011330982,0.5061995632393528,15
548140,V2,1.25,5.961873254318673,4.472915603366795,17.333333333333332,0.152556475389614,0.922867633103058,15
548140,V3,1.25,8.096659684681804,4.878390576204587,19.33333333333333,0.2420008026944117,1.7321195025588778,15
548865,V1,1.3333333333333333,9.415457746814578,4.647039736460589,23.0,0.1064787813897969,0.7707798444797149,0
548865,V2,2.6666666666666665,7.830665197155363,4.250664428984092,19.08333333333333,0.1566461056687113,1.0885790035042442,0
548865,V3,2.6666666666666665,9.986852170649591,4.679297268784584,21.83333333333333,0.1982661716263576,1.757726708363914,16
558967,V1,7.166666666666666,8.776035049960923,5.067285962850434,19.166666666666664,0.0936469169958716,0.7163688058342732,1
558967,V2,1.1666666666666663,8.526755205484958,4.901062708171048,21.25,0.1339676933565119,1.0338230401233872,12
558967,V3,1.1666666666666663,6.5798328511674775,4.59285352646169,20.75,0.2024073676248541,1.269389174874511,15
577838,V1,2.9166666666666665,6.441685867216337,4.562515583805286,19.666666666666664,0.0475347197125294,0.2937635391264536,18
577838,V2,1.5,14.047739166403344,5.181760673309715,25.416666666666664,0.0798807796912534,0.8450572798325049,18
577838,V3,2.9166666666666665,9.20973976965419,4.846428198610381,21.08333333333333,0.3037555541518997,2.2481966839153285,18
580720,V1,1.25,6.877645088943599,4.371658219672929,15.833333333333332,0.1988266071617317,1.2668372529760643,0
580720,V2,1.25,7.600668353062033,4.426195819036211,19.0,0.35238673158563,2.4264458539947054,15
580720,V3,1.25,8.276048917918812,4.5541161403211925,20.666666666666664,0.3753503884861138,2.741130012925958,15
581912,V1,1.25,4.876006452536029,3.743841135603141,14.5,0.0741158399533414,0.3964886670325204,15
581912,V2,1.25,5.2044945275305965,3.8204584035880496,15.25,0.0709545179833846,0.4438608602722681,15
581912,V3,1.25,11.975964911592374,4.957838012366825,21.33333333333333,0.0482282872433796,0.3976711227318093,15
592768,V1,1.0833333333333333,7.385768019812946,4.738456132983349,15.666666666666666,0.2417572567337187,1.825994978307732,0
592768,V2,1.0833333333333333,5.830882319596053,4.303280849878032,14.583333333333332,0.2825485694374117,2.103850659947156,12
592768,V3,1.0833333333333333,6.944943110846159,4.400071106422453,17.75,0.2582485922022176,1.863746841199717,13
596382,V1,4.75,9.511909706455697,4.956000973769726,20.5,0.0981073612590282,0.7577477616207318,15
596382,V2,1.25,6.809825323441818,4.709929166913304,18.0,0.1394320714059352,1.1910606481766366,15
596382,V3,1.25,6.49186815718268,4.469377174659573,19.25,0.3307628423562998,2.19577752625478,15
597251,V1,2.4166666666666665,9.854811324926544,4.6627703969481,20.166666666666664,0.1809912676219565,1.5675521875952063,14
597251,V2,2.4166666666666665,9.539551723594489,4.621729766438714,19.25,0.1649554735233393,1.4576872690737208,14
597251,V3,2.4166666666666665,8.018062666510358,4.328688244945702,17.916666666666664,0.1630580590381164,1.314347890315967,15
613119,V1,3.833333333333333,9.42848458596405,4.75188399997191,17.666666666666664,0.1223111153990414,0.9030002572928516,16
613119,V2,9.083333333333332,10.74913462726844,4.898702126649097,18.666666666666664,0.1017440773794382,0.8322963434975496,16
613119,V3,2.583333333333333,11.81921006238992,5.18074735588768,24.666666666666664,0.1888790749268377,1.909443344153848,16
614578,V1,7.666666666666666,10.599073084729586,4.930916220510883,21.5,0.0897309956409171,0.8608198291037149,14
614578,V2,1.0833333333333333,5.954469330129664,4.160745243991162,17.166666666666664,0.0768643789601165,0.5020351073801094,13
614578,V3,1.0833333333333333,3.9422957760554014,3.47176228204341,14.333333333333332,0.1657905870058995,0.9506174867153072,13
614707,V1,0.5,11.501822986550756,5.170962025871295,23.916666666666664,0.1629389542099928,1.7685962116427258,13
614707,V2,18.33333333333333,14.296907393164824,5.159657312257037,24.5,0.2204370368989168,2.438023910789569,13
614707,V3,1.9166666666666663,7.309992450240183,4.528023833038715,21.166666666666664,0.3900287703516734,3.201855624093911,11
622530,V1,7.833333333333333,9.393703956677452,4.510204354838933,20.916666666666664,0.1159842055551777,0.9610868593914026,8
622530,V2,1.5833333333333333,8.767984826913596,4.469534003512832,20.666666666666664,0.1465077902601254,1.098365129095492,0
622530,V3,1.5833333333333333,7.608585470653669,3.987185306919623,18.83333333333333,0.16271220086807,1.1093296069249594,19
624511,V1,4.25,10.986699474399284,4.713260076879143,21.83333333333333,0.0492782268985272,0.41168283017282,17
624511,V2,2.833333333333333,10.157007795267672,4.653064533233729,20.33333333333333,0.0853341743817802,0.6938319053456345,17
624511,V3,2.833333333333333,10.005816045702362,4.572664133100433,21.25,0.1483803442767481,1.1185160525261202,16
625190,V1,1.0833333333333333,9.03678316292265,4.967921666494658,19.666666666666664,0.2105904595611204,1.6735670341202349,0
625190,V2,1.0833333333333333,6.547468790391574,4.454548968120707,17.666666666666664,0.4115781890893382,3.1968140192845524,12
625190,V3,1.0833333333333333,5.903966026327147,4.27817967167366,17.416666666666664,0.4081005956685253,2.9841738823866475,12
641455,V1,1.9166666666666663,7.077829519122128,4.728966234131974,18.08333333333333,0.2466241012628066,2.0534477094570125,0
641455,V2,1.9166666666666663,5.168023619832965,4.246317302576403,17.25,0.1780579778893256,1.310434655524406,11
641455,V3,1.0,5.63121009201439,4.229058726257393,19.5,0.3082528718397345,1.751509366061411,20
643139,V1,4.0,8.43119659837294,4.8720057501383325,18.166666666666664,0.1452930669548074,1.2435434599289068,4
643139,V2,2.0,8.113605429657907,4.654697066702931,19.75,0.2153681934323522,1.7100242008962123,0
643139,V3,1.0,8.944535074915214,4.685784853159194,19.25,0.166898240553283,1.5255328572195572,12
801261,V1,4.166666666666666,12.548786570532538,4.745690568409429,26.916666666666664,0.0830843337036277,0.6392763305288328,25
801261,V2,2.083333333333333,13.266252234297388,4.681816565951977,31.33333333333333,0.1609837222384753,1.3001364946196914,25
801261,V3,2.083333333333333,12.274169136763495,4.66255890899391,28.83333333333333,0.2016755939036107,1.6760621426278963,25
806949,V1,12.916666666666666,13.20082470875377,4.981356127738724,22.33333333333333,0.1794558550602354,1.4802737454283004,19
806949,V2,9.666666666666666,12.564452407166542,4.862432287784994,20.916666666666664,0.2506458636734552,2.102858975051843,19
806949,V3,1.5833333333333333,10.43585919480442,4.674928077417199,19.25,0.2633177867879548,2.0585990640884715,19
807363,V1,2.9166666666666665,8.387280457094466,4.859241596119032,17.75,0.0896852115772577,0.7473977764364839,12
807363,V2,1.0,9.917860107342207,5.004476309191971,21.75,0.1567860107223316,1.5009147585011973,12
807363,V3,1.0,9.004305295464942,4.883304766705496,20.58333333333333,0.2296416457955792,2.083494927186023,12
812209,V1,13.0,11.674995062161152,5.137473323693775,23.33333333333333,0.1117305892056986,1.0627288385321934,14
812209,V2,13.0,11.646804192374358,5.053250618365181,20.0,0.2114473600637752,2.116253953352881,14
812209,V3,1.25,9.191129479901546,4.938071406437238,20.0,0.2680346725957439,2.2158103999874186,14
812404,V1,3.9166666666666665,8.303680679452997,3.864231619957139,18.416666666666664,0.225567372273397,1.6308397808045176,0
812404,V2,1.3333333333333333,9.078266763177332,4.111383788461377,21.0,0.1580018254529646,1.1646550129814122,15
812404,V3,3.9166666666666665,10.08765300865764,4.103262113475098,20.83333333333333,0.3824364839695559,3.240295830867783,15
814286,V1,3.4166666666666665,8.729525770551355,5.076344082340193,20.166666666666664,0.1196337060650205,1.4931859529990783,13
814286,V2,2.25,7.733657433788505,5.039487861610229,20.08333333333333,0.1413537904953011,2.250185119326661,1
814286,V3,2.25,7.729116260579623,4.576700538241595,18.416666666666664,0.2240660151041989,2.5461303120045398,1
816929,V1,3.6666666666666665,5.612482358561965,3.6680284191703647,13.5,0.0558737398859496,0.4955935751000985,4
816929,V2,7.333333333333333,7.1238231512365,3.801264003592904,15.916666666666666,0.2520635384719509,2.7958894188651326,15
816929,V3,7.333333333333333,7.605101908702221,3.78360280232769,15.916666666666666,0.1243732100493985,1.3701600699117606,16
819710,V1,2.333333333333333,6.908303212662252,4.450147617014121,16.25,0.1687852703546401,1.2742818850232067,14
819710,V2,2.333333333333333,6.466689843233522,4.331118525797627,14.916666666666666,0.1022062320278062,0.6504639316718279,14
819710,V3,4.75,9.036556579616608,4.723894162623229,16.416666666666664,0.3298921530313688,2.7882984186624302,14
821478,V1,1.9166666666666663,9.293181438906776,4.937761461878308,21.166666666666664,0.0873605647020614,0.7290298742866144,0
821478,V2,1.9166666666666663,6.1916952588306255,4.233630403018927,17.75,0.2174108868941461,1.701437876358662,12
821478,V3,1.9166666666666663,7.062806245606841,4.400755160034281,19.25,0.2246538349420957,1.7719027311348987,12
822756,V1,8.416666666666666,10.558104605133687,4.716542455582473,19.75,0.0767226647551689,0.6470181054855012,14
822756,V2,1.1666666666666663,6.324464435110857,3.973691355828373,17.75,0.1559127321899774,1.0445079410040856,14
822756,V3,1.1666666666666663,6.9729350774722,4.097296854088772,18.416666666666664,0.21466132400454,1.4762954021759884,14
829768,V1,2.333333333333333,8.275043595093713,4.941248669198669,20.58333333333333,0.226323313890767,2.10967684242741,0
829768,V2,2.333333333333333,6.833265450434,4.641874712308919,19.75,0.3096209031588609,2.784456831698764,10
829768,V3,0.75,8.230118451446037,4.771349284445519,21.916666666666664,0.1567667798304673,1.450906900890368,9
830179,V1,3.083333333333333,6.095852849924642,4.470506831486207,18.416666666666664,0.1649825924909939,1.3186214533692575,13
830179,V2,1.0,5.315981111904442,4.118133216524907,13.416666666666666,0.3094753994497251,1.9886398196038808,12
830179,V3,1.0,7.172256497851135,4.526957204723442,17.583333333333332,0.3021494415414572,2.430069454484822,13
841869,V1,3.1666666666666665,8.508385263690041,4.879030038679598,18.0,0.1179361644021791,0.9567641923979964,12
841869,V2,1.0833333333333333,8.221711975571406,4.762979432983728,17.25,0.0789053304867012,0.600222920071628,13
841869,V3,1.0833333333333333,8.016771026205673,4.716811287281117,18.916666666666664,0.113306895225786,0.9781140756817766,13
844915,V1,3.1666666666666665,8.508385263690041,4.879030038679598,18.0,0.1179361644021791,0.9567641923979964,12
844915,V2,1.0833333333333333,8.221711975571406,4.762979432983728,17.25,0.0789053304867012,0.600222920071628,13
844915,V3,1.0833333333333333,8.016771026205673,4.716811287281117,18.916666666666664,0.113306895225786,0.9781140756817766,13
849168,V1,3.25,8.517685367497407,4.880083107017131,17.5,0.133378313307795,1.069711757118505,0
849168,V2,2.1666666666666665,8.341630150687621,4.767483407791031,18.58333333333333,0.1973964208336091,1.5175965615979443,9
849168,V3,1.0833333333333333,9.88046121250968,4.999369401483729,20.666666666666664,0.1442444218611847,1.312325305166815,13
852786,V1,3.1666666666666665,6.732986265743613,4.362431312025092,15.166666666666666,0.2453365403633258,2.1025013862036745,1
852786,V2,3.1666666666666665,7.500082378012516,4.273574757136219,16.5,0.40542103682086,2.7510503900523013,1
852786,V3,3.1666666666666665,10.160848129436935,4.714218581109771,19.25,0.2914826137603874,2.470220811072595,18
855592,V1,2.0,4.062631738279195,3.574253377214811,13.583333333333332,0.1557019459919757,1.0056611981284078,12
855592,V2,1.0,3.337913597197015,3.1365980055191587,11.916666666666666,0.2146367657074017,1.262199215510753,12
855592,V3,2.0,3.801726902732239,3.685408339453595,12.0,0.3631599015090857,2.3647314883670365,12
865998,V1,1.25,7.769902470893214,4.456629927922109,17.666666666666664,0.1593691805750217,1.3147494431096236,11
865998,V2,2.5,6.597139223526358,3.9305603777504334,15.166666666666666,0.3344358858280211,2.3408308717385515,10
865998,V3,2.5,7.435444072876111,4.096216121597184,17.416666666666664,0.3273713993751586,2.3225664680124583,13
866721,V1,3.25,8.792269118432275,3.98798516877147,19.5,0.1856400107063504,1.1902814424944936,0
866721,V2,3.25,8.522800292573102,3.938574945176176,19.5,0.2280096016015729,1.4429607049962474,0
866721,V3,1.6666666666666663,9.247321985754448,4.0530521502473285,19.83333333333333,0.1605210183573615,1.1179883829872477,15
873255,V1,3.5,7.152100106143074,4.062426044853416,15.416666666666666,0.0592006469676897,0.3927884672741864,14
873255,V2,3.5,8.906341924340968,4.47577581568616,19.166666666666664,0.0825777655912775,0.6698638927259846,14
873255,V3,1.1666666666666663,10.202209028119134,4.604825259492479,21.25,0.13442846598874,1.1610078215804012,14
